0.05100797,0.16086164,1
-0.74807425,0.08904024,1
-0.77293371,0.26317168,1
0.21837360,0.12706142,1
0.37268336,0.49656200,1
-0.62931544,0.63202159,1
-0.43307167,0.14479166,1
-0.84151970,-0.19131316,1
0.47525648,0.22483671,1
0.32082976,0.32721288,1
0.32061253,0.33407547,1
-0.89077472,0.41168783,1
0.17850119,0.44691359,1
0.31558002,0.38853383,1
0.55777224,0.47272748,1
0.03191877,0.01222964,1
0.25090585,0.30716705,1
0.23571547,0.22493837,1
-0.07236203,0.33376524,1
0.50440241,0.08054579,1
-0.63223351,0.44552458,1
-0.76784656,0.23614689,1
-0.70017557,0.21038848,1
-0.64713491,0.15921366,1
-0.76739248,0.09259038,1
-0.51788734,0.03288107,1
0.17516644,0.34534871,1
-0.68031190,0.47612156,1
0.01595199,0.32167526,1
-0.71481078,0.51421443,1
0.07837946,0.32284981,1
-0.80872251,0.47036593,1
-0.84211234,0.09294232,1
-0.98591577,0.48309267,1
0.29104081,0.34275967,1
0.24321541,0.51488295,1
-0.60104419,0.05060116,1
-1.24652451,0.45923165,1
-0.82769016,0.36187460,1
-0.62117301,-0.10912158,1
-0.70584105,0.65907662,1
0.06718867,0.60574850,1
0.30505147,0.47417973,1
0.60788138,0.39361588,1
-0.78937483,0.17591675,1
-0.53123209,0.42652809,1
0.25202071,0.17029707,1
-0.57880357,0.26553665,1
-0.83176749,0.54447377,1
-0.69859164,0.38566851,1
-0.73642607,0.11857527,1
-0.93496195,0.11370707,1
0.43959309,0.41430638,1
-0.54690854,0.24956276,1
-0.08405550,0.36521058,1
0.32211458,0.69087105,1
0.10764739,0.57946932,1
-0.71864030,0.25645757,1
-0.87877752,0.45064757,1
-0.69846046,0.95053870,1
0.39757434,0.11810207,1
-0.50451354,0.57196376,1
0.25023622,0.39783889,1
0.61709156,0.10185808,1
0.31832860,0.08790562,1
-0.57453363,0.18624195,1
0.09761865,0.55176786,1
0.48449339,0.35372973,1
0.52400684,0.46616851,1
-0.78138463,-0.07534713,1
-0.49704591,0.59948077,1
-0.96984525,0.46624927,1
0.43541407,0.12192386,1
-0.67942462,0.30753942,1
-0.62529036,0.07099046,1
-0.02318116,0.40442601,1
0.23200141,0.71066846,1
0.09384354,0.46674396,1
0.14234301,0.17898711,1
-0.61686357,0.25507763,1
0.23636288,0.51543839,1
0.38914177,0.40429568,1
-0.95178678,-0.03772239,1
0.24087822,0.71948890,1
